TIMESTAMP,POWER,U10,V10,WS10,U100,V100,WS100,TEMP2,PRESS
20120110 21:00,0.978739082,5.875200964,5.0572374,7.752008546,8.348415693,7.42752119,11.1742613,9.3,96.8
20120110 22:00,0.978730096,6.100634902,5.312848671,8.089753223,8.357368563,7.452090275,11.19728801,8.9,96.9
20120110 23:00,0.904586464,5.619490963,5.467832657,7.840655116,7.4924218,7.467923686,10.57857593,10.7,97
20120111 0:00,0.914021782,5.061838591,5.629555078,7.570607657,6.635930526,7.518153816,10.0278717,11.1,97.1
20120111 1:00,0.885652924,3.961561979,6.013218464,7.200886724,5.142261129,7.867463914,9.39892749,13,97.2
20120111 2:00,0.785485784,3.628306854,5.773121295,6.81861717,4.639534122,7.478857959,8.801056371,13.4,97.3
20120111 3:00,0.725611948,3.209213287,5.991131161,6.796521353,4.063576998,7.756924926,8.756856875,13.8,97.3
20120111 4:00,0.645618418,2.949894634,6.237363691,6.899752472,3.721237428,8.106719414,8.920006034,15.8,97.4
20120111 5:00,0.605675569,2.789037723,6.132244488,6.736702003,3.501547074,7.992741435,8.726095779,15.6,97.4
20120111 6:00,0.566433629,2.681198673,5.963317519,6.538347051,3.349695663,7.803105659,8.49169706,15.3,97.4
20120111 7:00,0.526472808,2.492209836,5.915052671,6.418641442,3.101252379,7.805562081,8.399081242,14.7,97.5
20120111 8:00,0.4796916,2.151020064,5.665956971,6.060524377,2.666813581,7.588414379,8.043377864,14.6,97.5
20120111 9:00,0.398988174,1.746353127,5.357143748,5.634601883,2.180260097,7.451837317,7.764239402,13.9,97.6
20120111 10:00,0.27247403,1.591627533,4.463426008,4.738718174,2.209911556,7.322138238,7.648360442,14,97.7
20120111 11:00,0.307115129,1.211125198,4.254823698,4.423838712,1.640244135,7.295117596,7.477241574,10.7,97.8
20120111 12:00,0.484490133,0.223622457,3.532487072,3.539558153,-0.038657405,6.434878623,6.434994739,10.4,97.9
20120111 13:00,0.603249344,-1.09208609,2.795425577,3.0011758,-2.384716769,5.322610756,5.832414537,7.8,97.9
20120111 14:00,0.469681176,-2.264610346,2.709530508,3.531290924,-4.046096993,4.904036453,6.35770984,7.6,97.9
20120111 15:00,0.465529636,-2.532584976,2.596230822,3.62689966,-4.365524072,4.627934624,6.362042071,7.9,97.9
20120111 16:00,0.397289817,-2.743213756,2.463707002,3.687149835,-4.738862895,4.433877288,6.489691005,6.9,97.9
20120111 17:00,0.652321987,-3.088731516,2.474341629,3.957603931,-5.287414883,4.433877288,6.900436505,7.3,97.9
20120111 18:00,0.860177564,-3.311262265,2.498474053,4.148111665,-5.645029447,4.444194261,7.184512516,7.5,97.8
20120111 19:00,0.866818231,-3.674452645,2.406443622,4.392331175,-6.206160842,4.263892888,7.529755306,8.1,97.9
20120111 20:00,0.855648611,-4.140793421,2.068589685,4.628739941,-6.909709093,3.685159873,7.830995022,8.5,97.9
20120111 21:00,0.804329463,-4.84878023,1.771638162,5.162302925,-7.253845721,2.867662642,7.800113254,8.3,97.9
20120111 22:00,0.70125984,-5.588866287,1.492274676,5.784661622,-7.558447071,2.08357275,7.840369732,8.1,98
20120111 23:00,0.732800762,-5.569751004,1.09920248,5.677179964,-7.306409671,1.491083772,7.45700698,12.2,98
20120112 0:00,0.615434384,-5.116033528,0.96177037,5.205650901,-6.578601136,1.274427354,6.700907251,12.5,98.1
20120112 1:00,0.21861184,-3.675453397,0.592634535,3.722925377,-4.563753717,0.740061054,4.623368723,15.2,98
20120112 2:00,0.022357212,-2.680881127,0.643965949,2.757139053,-3.246341706,0.781209347,3.339015202,16,98.1
20120112 3:00,0.001159196,-2.081285945,0.796660659,2.228546474,-2.479263623,0.94580252,2.653543012,15.8,98
20120112 4:00,0.016722979,-1.749761854,1.155005906,2.096593711,-2.064506287,1.377248486,2.481733185,17.9,98
20120112 5:00,0.019904029,-1.923722882,1.444800974,2.405859427,-2.281696419,1.729657136,2.863189193,17.9,98
20120112 6:00,0.019778225,-1.898769456,1.812242926,2.624795206,-2.267425199,2.192880992,3.154353195,18.3,97.9
20120112 7:00,0.037983897,-1.837098846,2.074098111,2.770706614,-2.203650684,2.54610446,3.367302223,17.9,97.9
20120112 8:00,0.03831638,-2.116577219,2.147196643,3.015021152,-2.592541433,2.703771683,3.745884728,18.1,97.9
20120112 9:00,0.092430179,-2.259168225,2.214122409,3.163254513,-2.981878158,2.99751346,4.228082815,17.9,97.9
20120112 10:00,0.092825563,-2.027814317,1.197565495,2.355035885,-4.244435166,2.790957176,5.079829902,18,97.9
20120112 11:00,0.075545451,-2.594970045,0.770020306,2.706806385,-5.441879732,1.961472769,5.784585589,14.3,98
20120112 12:00,0.156752094,-2.067383321,0.939284017,2.270754998,-5.034703982,1.98917657,5.413415522,14.2,98
20120112 13:00,0.498094964,-1.522329199,1.110497022,1.88432742,-4.12357577,2.290251706,4.716898346,12.5,98
20120112 14:00,0.587065526,-2.071661052,1.401266737,2.501065369,-4.586944449,2.811327618,5.379927728,12.4,98
20120112 15:00,0.469968729,-2.951804039,1.478588739,3.301419656,-5.389254607,2.822327657,6.083551481,12.5,98
20120112 16:00,0.372048093,-2.925068225,1.272288439,3.189787139,-5.347778874,2.463807874,5.888046206,11.9,97.9
20120112 17:00,0.456660436,-2.365398525,1.257668733,2.678962639,-4.707803845,2.723734716,5.438947311,11.9,97.9
20120112 18:00,0.469842924,-2.240631394,0.90679578,2.417169343,-4.64402933,2.378252016,5.21757521,11.9,97.8
20120112 19:00,0.328951152,-2.969627915,0.765796835,3.066779214,-5.6144723,1.906472575,5.929328536,11.3,97.8
20120112 20:00,0.305551562,-3.272277326,1.1569552,3.470784383,-5.731763891,2.355029712,6.19671544,10.9,97.8
20120112 21:00,0.374177779,-3.441247669,1.293405792,3.676286722,-5.201944843,2.163140147,5.633773641,10.7,97.9
20120112 22:00,0.301687574,-3.384924221,1.138761788,3.57134294,-4.458949444,1.591952947,4.734611317,10.9,97.9
20120112 23:00,0.321241149,-3.231282412,1.064038844,3.401964827,-4.109750525,1.344655778,4.324135583,12,98
20120113 0:00,0.34014773,-3.2473239,0.878855897,3.364149253,-4.048651864,1.112025328,4.198592889,12,98
20120113 1:00,0.30156177,-3.191311152,-0.127281974,3.193848395,-3.898630263,-0.199692945,3.90374118,13.9,98
20120113 2:00,0.154748212,-2.096253362,0.057866525,2.097051905,-2.464465184,0.04786409,2.464929941,15.1,98
20120113 3:00,0.008608605,-1.201307655,0.592522042,1.339485891,-1.34569348,0.718911898,1.525688454,15.6,98
20120113 4:00,0,-0.638690944,1.200530884,1.359853127,-0.655800025,1.440913193,1.583131233,17.7,97.9
20120113 5:00,0.006523849,-0.394109509,1.950931475,1.990340655,-0.424101743,2.339809611,2.377934252,18.1,97.9
20120113 6:00,0.039232954,-0.352419492,2.591890473,2.615739996,-0.401877622,3.143528762,3.169113236,18.1,97.8
20120113 7:00,0.076830452,-0.514812036,3.373672165,3.412725496,-0.630738782,4.196727722,4.243860858,17.9,97.8
20120113 8:00,0.119001833,-0.770113761,3.682383752,3.762050677,-1.0232073,4.726932401,4.836408078,17.9,97.8
20120113 9:00,0.265518853,-1.456609381,3.41682118,3.714347569,-2.014781376,4.613488789,5.034245007,17.9,97.8
20120113 10:00,0.262823047,-1.342259619,2.301615284,2.664412468,-2.856460849,4.496680323,5.327241548,17.9,97.8
20120113 11:00,0.127844075,-1.011518814,2.407526502,2.611389318,-2.666373687,4.679343767,5.385703921,14.4,97.9
20120113 12:00,0.347183782,-1.533239603,2.759779367,3.157088189,-3.392204019,5.057168679,6.089499417,13.7,97.9
20120113 13:00,0.360132634,-2.432949883,3.213628547,4.03071378,-4.325617097,5.528728779,7.019815181,11.6,98
20120113 14:00,0.381240789,-2.504815533,2.937474854,3.860422175,-4.2674561,5.008137965,6.579713325,11.8,98
20120113 15:00,0.298120125,-2.635841301,2.410272348,3.571704377,-4.54312977,4.321227279,6.27001063,12,97.9
20120113 16:00,0.248274685,-2.830394716,1.970152399,3.448569954,-4.976263701,3.712669597,6.208632374,10.9,97.9
20120113 17:00,0.400920168,-2.900672174,1.888953799,3.461509138,-5.137033937,3.58240172,6.262804464,10.9,97.9
20120113 18:00,0.454809317,-3.074976151,1.825799332,3.576174148,-5.38575495,3.455018003,6.398711259,10.3,97.8
20120113 19:00,0.589374933,-3.239353934,1.774020515,3.693313241,-5.594283404,3.351668949,6.521479245,10.2,97.8
20120113 20:00,0.51514144,-3.365218082,1.643004416,3.74488401,-5.760727884,3.152661935,6.566982795,10,97.9
20120113 21:00,0.603482981,-3.848425236,1.448049323,4.111839447,-5.772549225,2.461425009,6.275423303,9.8,97.9
20120113 22:00,0.457379318,-4.083080477,1.28016043,4.279060283,-5.426420363,1.758651446,5.704287235,10.4,NAN
20120113 23:00,0.432973294,-3.966745476,1.389994285,4.20323135,-5.07367155,1.792780668,5.381097055,12.5,NAN
20120114 0:00,0.421713813,-3.423187059,1.712042839,3.82744044,-4.265564685,2.153300622,4.778257596,12.9,NAN
20120114 1:00,0.179765285,-3.369880339,1.258673124,3.597270011,-4.150317591,1.563215118,4.434949562,15.5,NAN
20120114 2:00,0.051417994,-2.837468939,1.57859076,3.247026142,-3.449211803,1.947183816,3.960882083,16.7,NAN
20120114 3:00,0.084109126,-2.514811579,1.948520334,3.181353292,-3.045364277,2.392934712,3.873032418,16.8,97.9
20120114 4:00,0.123288164,-2.390671433,2.486744049,3.449522556,-2.909645026,3.067943513,4.228275249,18.9,97.9
20120114 5:00,0.11919054,-2.279373372,3.043623011,3.802523373,-2.807028031,3.780225872,4.708451339,19.1,97.8
20120114 6:00,0.127520578,-2.347864486,3.485395131,4.202433446,-2.926858199,4.375581593,5.26423909,19.4,97.8
20120114 7:00,0.150686532,-2.526048402,3.737042503,4.510699192,-3.202931016,4.771804612,5.74707633,18.6,97.8
20120114 8:00,0.265240286,-2.971240648,3.652895432,4.708706407,-3.851073195,4.795802655,6.150649385,18.8,97.8
20120114 9:00,0.376181661,-3.389143465,3.03965381,4.55255848,-4.740861843,4.348009373,6.432803162,18.5,97.8
20120114 10:00,0.534748931,-3.027424766,1.60756593,3.427764422,-5.772328149,3.34009154,6.669031696,18.3,97.8
20120114 11:00,0.492433773,-3.243599846,1.175319893,3.449973451,-6.467475531,2.714610616,7.014082302,13.4,97.9
20120114 12:00,0.535189246,-3.282126099,1.113797271,3.465962505,-6.730307446,2.608917104,7.218274501,13,97.9
20120114 13:00,0.55377233,-3.137117567,1.534135703,3.492145327,-6.431725095,3.262480846,7.211856138,11.5,97.9
20120114 14:00,0.612118544,-2.905960054,1.77268471,3.403970464,-6.002719853,3.649002527,7.024803562,11.3,97.9
20120114 15:00,0.71459509,-2.702627057,1.586529162,3.133890201,-5.785569052,3.395235981,6.708236476,11,97.9
20120114 16:00,0.644045865,-2.579021999,1.428158025,2.948048476,-5.653822072,3.207336405,6.500208522,10.6,97.9
20120114 17:00,0.591666367,-2.625039466,1.383306049,2.9672155,-5.69486887,3.133299888,6.49993074,10.8,97.8
20120114 18:00,0.542809389,-2.85084611,1.328531069,3.145205613,-5.964983281,3.020458023,6.686119368,11,97.8
20120114 19:00,0.526958053,-3.175108732,1.311860423,3.435446583,-6.312556972,2.948463892,6.967195623,10.7,97.8
20120114 20:00,0.416133496,-3.422318849,1.24914704,3.643162724,-6.607167053,2.770265653,7.164427978,10.7,97.9
20120114 21:00,0.41885626,-4.072449352,1.315035784,4.279504976,-6.533680044,2.383743971,6.954941426,10.7,97.9
20120114 22:00,0.294121347,-4.460922394,1.19278438,4.617636103,-6.082827313,1.689332496,6.313052543,10.6,97.9
20120114 23:00,0.211665648,-4.762176281,0.867309862,4.840511267,-6.188754533,1.145036443,6.293789886,14.1,98
20120115 0:00,0.151890658,-4.40741371,0.441017627,4.429423457,-5.568418251,0.567551605,5.59726689,14.7,98
20120115 1:00,0.155538981,-3.336542514,-0.258167269,3.346515544,-4.082929129,-0.335524171,4.096692171,18.3,97.9
20120115 2:00,0.115326552,-2.511394431,0.102036372,2.513466413,-2.993948019,0.117559657,2.996255165,20.3,97.9
20120115 3:00,0.164057726,-2.190851321,0.339000528,2.21692374,-2.587493606,0.395256197,2.617508476,20.6,97.8
20120115 4:00,0.041928759,-2.271404472,0.421462243,2.310175036,-2.683564649,0.476204176,2.725488881,23.3,97.7
20120115 5:00,0.014647209,-2.556470805,0.551044936,2.615185175,-3.038816364,0.627981637,3.10302527,23.6,97.7
20120115 6:00,0.011268466,-2.803973493,0.738622681,2.899625978,-3.363452031,0.85452355,3.470305471,23.8,97.6
20120115 7:00,0.00392689,-3.164584491,0.945230053,3.302734451,-3.861754585,1.141776448,4.027009055,24,97.5
20120115 8:00,0.008779339,-3.723865438,0.918497959,3.835467677,-4.703695869,1.155829917,4.843624431,24.3,97.5
20120115 9:00,0.035656519,-4.079050577,0.642568377,4.129351974,-5.87185641,0.929850142,5.945024726,24,97.5
20120115 10:00,0.100948924,-3.573193482,0.225728943,3.580316357,-6.911746273,0.517802443,6.931115055,23.8,97.6
20120115 11:00,0.240672514,-3.435460114,-0.002626573,3.435461118,-7.081718118,0.068091448,7.082045464,18.1,97.6
20120115 12:00,0.467174077,-3.296474625,-0.146708029,3.299737596,-7.06377078,-0.265818966,7.068770569,17.4,97.6
20120115 13:00,0.490618598,-3.243885521,-0.389562308,3.267193301,-7.028931831,-0.907219273,7.087237084,13.6,97.6
20120115 14:00,0.569300169,-3.067336387,-0.607949925,3.127004256,-6.772390474,-1.648118138,6.970047785,13.3,97.6
20120115 15:00,0.516192804,-2.701716902,-0.767889403,2.808723616,-6.157958088,-2.285583473,6.568435097,13.1,97.6
20120115 16:00,0.481623594,-2.363644091,-0.923751105,2.537741021,-5.424228693,-2.881450542,6.142069206,12.1,97.6
20120115 17:00,0.365030013,-2.170817376,-1.105438727,2.436071194,-4.854136788,-3.423352291,5.939864045,12.4,97.5
20120115 18:00,0.282897811,-2.086507861,-1.301625113,2.459215929,-4.551671361,-3.86687976,5.972476141,13.5,97.5
20120115 19:00,0.282475468,-2.015554308,-1.480594218,2.500923511,-4.326801777,-4.235642776,6.054905725,14.3,97.5
20120115 20:00,0.312120341,-1.920810446,-1.660469496,2.53902968,-4.040700099,-4.612837873,6.132334835,14.8,97.5
20120115 21:00,0.397685202,-1.972564802,-2.092713865,2.875841306,-3.523394482,-4.892782968,6.029397469,15.1,97.6
20120115 22:00,0.493008878,-1.945435502,-2.640495252,3.279776588,-2.721570776,-4.580795965,5.3282867,14.6,97.6
20120115 23:00,0.401243665,-1.328556966,-3.454691407,3.701345205,-1.547603743,-4.543132669,4.799492868,21.3,97.6
20120116 0:00,0.258231192,-0.433290077,-3.772758018,3.797557551,-0.403724895,-4.780355219,4.79737322,21.1,97.6
20120116 1:00,0.23066209,0.345539141,-3.959160767,3.974210774,0.517091456,-4.952666714,4.979587448,26,97.6
20120116 2:00,0.082985874,0.215095273,-4.00902231,4.014788395,0.339849633,-4.989993408,5.001552957,27.9,97.6
20120116 3:00,0.053305057,0.271286478,-3.857811762,3.867338612,0.406078784,-4.790917705,4.80809655,28.1,97.5
20120116 4:00,0.062803278,0.143351145,-3.643190339,3.646009517,0.249021084,-4.522427447,4.529278255,30.8,97.4
20120116 5:00,0.022617807,-0.108004154,-3.500651364,3.502317071,-0.061309794,-4.359368729,4.359799835,30.5,97.4
20120116 6:00,0.011376299,-0.315710929,-3.314754525,3.329755389,-0.304780766,-4.147850794,4.159033244,30.6,97.3
20120116 7:00,0.002659861,-0.721090335,-3.057859186,3.141731063,-0.781630651,-3.862334325,3.940631029,30.4,97.3
20120116 8:00,0.001869092,-1.386855769,-2.96463978,3.272989146,-1.638825087,-3.882634807,4.214332772,30.6,97.3
20120116 9:00,0,-1.997935121,-2.0389494,2.854655742,-3.4509808,-3.947465382,5.243257711,30.7,97.3
20120116 10:00,0,-2.627577638,-1.932722635,3.261837064,-5.24925993,-4.64815947,7.011427548,31,97.4
20120116 11:00,0.024972143,-2.645639097,-2.179862456,3.42800329,-5.535622162,-5.302358903,7.665384704,27.4,97.4
20120116 12:00,0.293627116,-2.326553327,-2.326195244,3.289990075,-4.996958403,-5.646157404,7.539806809,27.2,97.4
20120116 13:00,0.654550519,-2.098276558,-2.731049292,3.444037565,-4.313852021,-6.488954873,7.792037897,23.9,97.4
20120116 14:00,0.722709464,-2.085733878,-3.42423313,4.009446138,-3.831956105,-7.617923665,8.527405734,24.1,97.4
20120116 15:00,0.717928903,-2.118846552,-4.13421814,4.645564588,-3.609300008,-8.572701216,9.301518838,23.8,97.3
20120116 16:00,0.774208332,-2.050112668,-4.605192929,5.040909031,-3.396735972,-9.154211824,9.764087739,22.9,97.4
20120116 17:00,0.87149096,-1.981378784,-4.889186933,5.275415694,-3.168403091,-9.471816154,9.987696401,22.4,97.3
20120116 18:00,0.965547608,-2.513690107,-5.120067554,5.70383465,-3.913323347,-9.518310808,10.29137213,22,97.3
20120116 19:00,0.967344812,-2.966229988,-6.047383854,6.735679017,-4.549753948,-10.49928253,11.44269176,22,97.4
20120116 20:00,0.96136911,-2.811704175,-6.767666356,7.328505187,-4.193378042,-11.38530038,12.13299156,21.8,97.4
20120116 21:00,0.934051616,-2.773072722,-7.246228771,7.758721784,-3.967568176,-11.49138678,12.15703777,21.8,97.5
20120116 22:00,0.921552065,-2.762035164,-7.491200699,7.984167217,-3.760680924,-11.1816407,11.79711023,21.6,97.5
20120116 23:00,0.876792711,-2.532253273,-7.63807546,8.04689402,-3.327353052,-10.68526115,11.19133969,25.1,97.6
20120117 0:00,0.866395888,-2.0104778,-7.625068101,7.885663227,-2.575494504,-10.34277236,10.65861679,25.4,97.6
20120117 1:00,0.833435175,-0.264573807,-7.193468895,7.198332727,-0.195810277,-9.492718795,9.49473811,28.9,97.5
20120117 2:00,0.74404227,1.315870429,-5.690630055,5.840786369,1.686662348,-7.398962502,7.588773022,30.4,97.5
20120117 3:00,0.640620395,2.933108982,-4.278796455,5.187603243,3.859446747,-5.458606903,6.685186498,30.4,97.4
20120117 4:00,0.571322023,3.515400429,-3.417168854,4.902558837,4.616534316,-4.430495863,6.3985688,32.3,97.3
20120117 5:00,0.560592718,4.3218805,-3.033527494,5.280240536,5.630348572,-3.951254685,6.878461938,32.3,97.2
20120117 6:00,0.529743719,3.822162344,-2.844420273,4.764415145,5.16698821,-3.838108073,6.436523965,32.5,97.2
20120117 7:00,0.483043385,3.734027122,-2.845672639,4.694764245,5.075910007,-3.839196021,6.364297957,31.7,97.2
20120117 8:00,0.465278027,3.17826181,-1.5862102,3.55209951,5.561470681,-2.88397751,6.264765152,32,97.1
20120117 9:00,0.722332051,4.585002646,6.203921911,7.714330583,6.494453031,9.333680673,11.37081858,31.9,97.1
20120117 10:00,0.29246792,1.16655396,5.431212274,5.555080099,1.76464806,8.434491494,8.617112598,32.2,97.2
20120117 11:00,0.34827109,0.625335238,3.046707981,3.110220841,1.074161427,6.085067376,6.179147816,28,97.2
20120117 12:00,0.13685705,0.735290346,2.648038233,2.748228225,1.313241712,5.708637302,5.857742196,27.8,97.2
20120117 13:00,0.057537472,1.352664746,2.453504094,2.801675258,2.225162228,5.102650159,5.56672126,25.2,97.3
20120117 14:00,0.102359728,0.422966498,2.359159211,2.396775509,0.884035677,5.232659968,5.306811606,24.5,97.3
20120117 15:00,0.148808454,-0.204676083,1.534685125,1.548273468,-0.566953958,3.84226218,3.883866045,23.8,97.3
20120117 16:00,0.037696345,0.725022164,1.768042601,1.910924325,0.979098552,4.034285036,4.151396118,22,97.2
20120117 17:00,0.012787103,1.517811328,1.922083582,2.449113416,2.352671713,4.031021191,4.667354286,21.3,97.1
20120117 18:00,0.000152762,1.072001124,1.927093045,2.205192511,1.633723142,3.861845248,4.193196874,22,97.1
20120117 19:00,0.001374861,0.395584682,1.788497907,1.831723779,0.349520468,3.540356557,3.557567864,20.2,97.1
20120117 20:00,0,0.921401132,1.882425335,2.095830429,1.126531394,3.668734444,3.837796946,20.1,97.2
20120117 21:00,0.003387729,0.739140914,2.214302245,2.334408645,0.539646219,3.457128521,3.49899352,19.8,97.3
20120117 22:00,0,0.389594909,1.933354873,1.97221836,0.356351333,2.489398605,2.514774679,19.4,97.4
20120117 23:00,0,-0.077607339,1.685386465,1.687172319,-0.244764812,2.00526166,2.020144583,16.6,97.5
20120118 0:00,0.018484239,-0.01514257,1.528423297,1.528498306,-0.171902249,1.757753447,1.766139168,17.4,97.5
20120118 1:00,0.004870422,-0.239770477,-0.28915188,0.375631057,-0.234952036,-0.524547706,0.574763216,19.9,97.6
20120118 2:00,0,0.86455393,0.325973243,0.923965396,0.994309428,0.163806343,1.00771214,21.7,97.6
20120118 3:00,0,1.849461563,1.570036178,2.426009413,2.158770348,1.767834064,2.790255668,22.5,97.5
20120118 4:00,0,2.319641717,2.697612095,3.557787053,2.703971926,3.281747867,4.252215098,24.8,97.6
20120118 5:00,0,2.346969067,3.582545094,4.282860393,2.732718032,4.459623968,5.230295763,25.4,97.5
20120118 6:00,0.018169728,1.673518352,4.310934274,4.624372172,1.951213716,5.410180445,5.751285719,25.3,97.5
